regegara_d,Regents Drive Garage,38.98952,-76.94075
stamsu_d,Stamp Student Union - Slip,38.98761,-76.94394
artsoci,Art/Sociology Building,38.98529,-76.94677
camplt1d,Campus Dr at Lot 3,38.98474,-76.95154
umuc,UMUC - College Park Marriott,38.98528,-76.95404
metzgree_out,Metzerott Rd and Greenmead Dr (Outbound),39.00083,-76.944
metz36th,Metzerott Road and 36th Avenue (Outbound),39.00144,-76.94748
metzstan_out,Metzerott Road and St. Andrew's Place (Outbound),39.00189,-76.95013
metzsa,Metzerott Rd @ System Administration,39.00241,-76.95317
arch_ob,Metzerott Rd at Archives II (Outbound),39.00316,-76.95813
metzadel,Metzerott Rd and Adelphi Rd,39.00252,-76.96572
coolspri_out,Metzerott Rd and Riggs Rd (Outbound),39.00327,-76.97226
metzpres,Metzerott Rd at Presidential Towers,39.00371,-76.97557
metznham_out,Metzerott Rd and New Hampshire Ave (Outbound),39.00423,-76.98045
nhamfox,New Hampshire Ave and Fox St,39.00804,-76.97978
nhamadel_out,New Hampshire Ave and Adelphi Road (Outbound),39.01108,-76.97894
nhamoak_out,New Hampshire Ave and Oakview Dr (Outbound),39.01506,-76.9778
chateau_r,Mt Pisgah Rd at Chateau Apartments,39.01658,-76.97613
nhamadel_in,New Hampshire Ave and Adelphi Rd (Inbound),39.01162,-76.97904
metznham_in,Metzerott Rd and New Hampshire Ave (Inbound),39.00411,-76.98006
metz1811,Metzerott Rd at The Delano Apts,39.00367,-76.97606
coolspri_in,Metzerott Rd and Riggs Rd (Inbound),39.00327,-76.97287
metz24th,Metzerott Rd and 24th Ave,39.00259,-76.96685
metzarch,Metzerott Rd at Archives II (Inbound),39.00314,-76.95893
metzobse,Metzerott Rd @ UM Observatory,39.00258,-76.95458
metzstan_in,Metzerott Road and St. Andrew's Place (Inbound),39.00205,-76.95149
metz36th_in,Metzerott Road and 36th Avenue (Inbound),39.00148,-76.94813
metzgree_in,Metzerott Rd and University Blvd (Inbound),39.0009,-76.94479
lot4_in,Paint Branch Dr at Lot 4b (Inbound),38.99783,-76.94049
shutbase_in,Shuttle-UM Base (Inbound),38.99536,-76.93759
painrege_bus,Paint Branch Dr and Regents Dr (Bus Shelter),38.9935,-76.93739
painstad,Paint Branch Dr and Stadium Dr,38.99029,-76.9373
regegara_a,Regents Drive Garage (Arrival),38.98979,-76.94075
