regdrgar_d,Regents Drive Garage,38.98952,-76.94077
mitc_out,Mitchell Building (Outbound),38.98665,-76.9402
memo_out,Memorial Chapel (Outbound),38.98482,-76.94015
mont_out,Montgomery Hall (Outbound),38.98243,-76.93915
collprin_ob,College Ave & Princeton Ave (Outbound),38.98141,-76.93486
collhopk_ob,College Ave & Hopkins Ave (Outbound),38.98109,-76.9334
collrhod_ob,College Ave & Rhode Island Ave (Outbound),38.98079,-76.93201
rhodknox_ob,Rhode Island Ave & Knox Rd (Outbound),38.97969,-76.93232
cpmcalv,College Park Metro - UMD at Calvert Rd,38.97862,-76.92889
rhodknox_ib,Rhode Island Ave & Knox Rd (Inbound),38.97964,-76.9322
collrhod_ib,College Ave & Rhode Island Ave (Inbound),38.98071,-76.9318
collhopk_ib,College Ave & Hopkins Ave (Inbound),38.98111,-76.9332
collprin_ib,College Ave & Princeton Ave (Inbound),38.98146,-76.93469
mont_in,Montgomery Hall (Inbound),38.9825,-76.93913
memo_in,Memorial Chapel (Inbound),38.98454,-76.94007
mitc_in,Mitchell Building (Inbound),38.98637,-76.94012
campmath,Campus Dr at Math Slip,38.98786,-76.93861
painglen,Glenn L. Martin Wind Tunnel,38.98995,-76.93725
regdrgar_a,Regents Drive Garage - Arrival,38.98983,-76.94077
