,route_id,avg_dist
0,11694,6.243013002364067
1,11695,5.117410714285715
2,11696,7.885625000000001
3,11697,5.399166666666666
4,11698,3.2953846153846156
5,11699,2.292333548804137
6,11700,2.389652150152257
7,11701,4.724285714285714
8,11702,3.8203611111111115
9,11703,3.4402857142857144
10,11707,1.63225641025641
11,11708,2.1122991452991453
12,11709,2.123108671328671
13,11710,1.2408988754554813
14,11711,2.140561507936508
15,11712,4.005416666666667
16,11713,2.5249870129870136
17,11714,2.0704499999999997
18,11715,3.411492063492064
19,11716,2.888157894736842
20,11717,12.133249999999999
21,11718,8.692181818181819
22,11719,4.817142857142857
23,11720,3.639533333333334
24,11721,2.616628289473684
25,11722,3.411785714285714
26,11723,3.0658441558441556
27,11724,7.235126050420169
28,11725,5.490095238095238
29,11726,4.736360294117647
30,11727,3.465855614973262
31,11728,2.399779411764706
32,11729,2.8643570284069306
33,11730,3.074411764705883
34,11731,4.371902179691653
35,11732,3.5992810457516335
36,11638,0.24172118297247194
37,11639,0.24849091517774716
38,11640,0.2575843583567319
39,11641,0.3399930460734824
40,11642,0.305503343422321
41,11643,0.3487221275829963
42,11644,0.3103704542038908
43,11645,0.4048617614493371
44,11646,0.3283489873222017
45,11647,0.35895246478873244
46,11648,0.47583921568627446
47,11649,0.21987318840579712
48,11650,0.31440887214898516
49,11651,0.43263972586553234
50,11652,0.27595365345140377
51,11653,0.30728684771019843
52,11654,0.3059268182478381
53,11655,0.2742805793146876
54,11656,0.42963424470266576
55,11657,0.43350649350649356
56,11658,0.4642311385459534
57,11659,0.31648988209217993
58,11660,0.4041271483519159
59,11661,0.49605553463135243
60,11662,0.4564072289563386
61,11663,0.3005927803575354
62,11664,0.2784368530020704
63,11665,0.6473104940241646
64,11666,0.37721031647703024
65,11667,0.3055295250320924
66,11668,0.3133580415527677
67,11669,0.30974122860142117
68,11670,0.21084059001591662
69,11671,0.3488604705154001
70,11672,0.25937506696667734
71,11673,0.2586892177589852
72,11674,0.23741659578433527
73,11675,0.4467324128862591
74,11676,0.37211547230699077
75,11677,0.26105263157894737
76,11678,0.38805546553845227
77,11679,0.34371052631578947
78,11680,0.27064305245264997
79,11681,0.2585375125691302
80,11684,0.4346363451363451
81,11685,0.5955833333333334
82,11686,0.3417505411255411
83,11687,0.7126401515151515
84,11688,1.2311581303001748
85,11689,1.1927678571428573
86,11690,0.4619409504736019
87,11691,1.1764327514273165
88,11692,0.7199734748010611
89,11734,0.33694673094005234
90,11735,0.2698379919591128
91,11736,0.24209516747280566
92,11737,0.2729889918915498
93,11738,0.3098494024589254
94,11739,0.28642674275519225
95,11740,0.30653226620585744
96,11741,0.2628700926642587
97,11742,0.26000704827385496
98,11743,0.2704539302073357
99,11744,0.28522697685249543
100,11745,0.31619330314687033
101,11704,5.897568277310924
102,11705,7.992685372005044
103,11706,5.457150252525253
104,11693,0.9771501233732416
105,11682,1.7140282131661444
