trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,next_stop_time
2553899,0 days 04:21:00.000000000,0 days 04:21:00.000000000,7510,2,,,,14.402000000000001,-1.0
2553900,0 days 04:25:00.000000000,0 days 04:25:00.000000000,4819,1,,,,,36.0
2553900,0 days 05:01:00.000000000,0 days 05:01:00.000000000,7510,2,,,,14.402000000000001,-1.0
2553901,0 days 04:33:00.000000000,0 days 04:33:00.000000000,7500,1,,,,,20.0
2553901,0 days 04:53:00.000000000,0 days 04:53:00.000000000,4819,2,,,,9.8344,-1.0
2553902,0 days 07:43:00.000000000,0 days 07:43:00.000000000,7500,1,,,,,4.0
2553902,0 days 07:47:00.000000000,0 days 07:47:00.000000000,10906,2,,,,5.6206,3.0
2553902,0 days 07:50:00.000000000,0 days 07:50:00.000000000,11422,3,,,,7.8746,2.0
2553902,0 days 07:52:00.000000000,0 days 07:52:00.000000000,4819,4,,,,9.8143,2.0
2553902,0 days 07:54:00.000000000,0 days 07:54:00.000000000,10419,5,,,,11.0505,2.0
2553902,0 days 07:56:00.000000000,0 days 07:56:00.000000000,5585,6,,,,13.2051,4.0
2553902,0 days 08:00:00.000000000,0 days 08:00:00.000000000,7503,7,,,,16.2367,2.0
2553902,0 days 08:02:00.000000000,0 days 08:02:00.000000000,7504,8,,,,17.4944,2.0
2553902,0 days 08:04:00.000000000,0 days 08:04:00.000000000,7505,9,,,,18.2394,2.0
2553902,0 days 08:06:00.000000000,0 days 08:06:00.000000000,7506,10,,,,19.9023,1.0
2553902,0 days 08:07:00.000000000,0 days 08:07:00.000000000,7507,11,,,,21.0583,2.0
2553902,0 days 08:09:00.000000000,0 days 08:09:00.000000000,7508,12,,,,21.7744,2.0
2553902,0 days 08:11:00.000000000,0 days 08:11:00.000000000,7509,13,,,,22.6286,2.0
2553902,0 days 08:13:00.000000000,0 days 08:13:00.000000000,7510,14,,,,24.2364,-1.0
2553903,0 days 07:51:00.000000000,0 days 07:51:00.000000000,7500,1,,,,,4.0
2553903,0 days 07:55:00.000000000,0 days 07:55:00.000000000,10906,2,,,,5.6206,3.0
2553903,0 days 07:58:00.000000000,0 days 07:58:00.000000000,11422,3,,,,7.8746,2.0
2553903,0 days 08:00:00.000000000,0 days 08:00:00.000000000,4819,4,,,,9.8143,2.0
2553903,0 days 08:02:00.000000000,0 days 08:02:00.000000000,10419,5,,,,11.0505,2.0
2553903,0 days 08:04:00.000000000,0 days 08:04:00.000000000,5585,6,,,,13.2051,4.0
2553903,0 days 08:08:00.000000000,0 days 08:08:00.000000000,7503,7,,,,16.2367,2.0
2553903,0 days 08:10:00.000000000,0 days 08:10:00.000000000,7504,8,,,,17.4944,2.0
2553903,0 days 08:12:00.000000000,0 days 08:12:00.000000000,7505,9,,,,18.2394,2.0
2553903,0 days 08:14:00.000000000,0 days 08:14:00.000000000,7506,10,,,,19.9023,1.0
2553903,0 days 08:15:00.000000000,0 days 08:15:00.000000000,7507,11,,,,21.0583,2.0
2553903,0 days 08:17:00.000000000,0 days 08:17:00.000000000,7508,12,,,,21.7744,2.0
2553903,0 days 08:19:00.000000000,0 days 08:19:00.000000000,7509,13,,,,22.6286,2.0
2553903,0 days 08:21:00.000000000,0 days 08:21:00.000000000,7510,14,,,,24.2364,-1.0
2553904,0 days 07:59:00.000000000,0 days 07:59:00.000000000,7500,1,,,,,4.0
2553904,0 days 08:03:00.000000000,0 days 08:03:00.000000000,10906,2,,,,5.6206,3.0
2553904,0 days 08:06:00.000000000,0 days 08:06:00.000000000,11422,3,,,,7.8746,2.0
2553904,0 days 08:08:00.000000000,0 days 08:08:00.000000000,4819,4,,,,9.8143,2.0
2553904,0 days 08:10:00.000000000,0 days 08:10:00.000000000,10419,5,,,,11.0505,2.0
2553904,0 days 08:12:00.000000000,0 days 08:12:00.000000000,5585,6,,,,13.2051,4.0
2553904,0 days 08:16:00.000000000,0 days 08:16:00.000000000,7503,7,,,,16.2367,2.0
2553904,0 days 08:18:00.000000000,0 days 08:18:00.000000000,7504,8,,,,17.4944,2.0
2553904,0 days 08:20:00.000000000,0 days 08:20:00.000000000,7505,9,,,,18.2394,2.0
2553904,0 days 08:22:00.000000000,0 days 08:22:00.000000000,7506,10,,,,19.9023,1.0
2553904,0 days 08:23:00.000000000,0 days 08:23:00.000000000,7507,11,,,,21.0583,2.0
