trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,timepoint
1,17:40:00,17:40:00,stamsuhh_d,1,75.44,1
1,,,hoff,2,263.84,0
1,,,uniofiel,3,333.76,0
1,,,biofield,4,663.67,0
1,,,mitc_out,5,1069.95,0
1,,,memo_out,6,1273.25,0
1,,,mont_out,7,1570.41,0
1,,,baltritc,8,2035.55,0
1,17:55:00,17:55:00,univclub,9,3323.97,1
1,,,univview,10,3814.46,0
1,,,varsity,11,4018.51,0
1,,,mcirc,12,4666.05,0
1,18:10:00,18:10:00,stamsuhh_a,13,4993.67,1
2,18:10:00,18:10:00,stamsuhh_d,1,75.44,1
2,,,hoff,2,263.84,0
2,,,uniofiel,3,333.76,0
2,,,biofield,4,663.67,0
2,,,mitc_out,5,1069.95,0
2,,,memo_out,6,1273.25,0
2,,,mont_out,7,1570.41,0
2,,,baltritc,8,2035.55,0
2,18:25:00,18:25:00,univclub,9,3323.97,1
2,,,univview,10,3814.46,0
2,,,varsity,11,4018.51,0
2,,,mcirc,12,4666.05,0
2,18:40:00,18:40:00,stamsuhh_a,13,4993.67,1
3,18:40:00,18:40:00,stamsuhh_d,1,75.44,1
3,,,hoff,2,263.84,0
3,,,uniofiel,3,333.76,0
3,,,biofield,4,663.67,0
3,,,mitc_out,5,1069.95,0
3,,,memo_out,6,1273.25,0
3,,,mont_out,7,1570.41,0
3,,,baltritc,8,2035.55,0
3,18:55:00,18:55:00,univclub,9,3323.97,1
3,,,univview,10,3814.46,0
3,,,varsity,11,4018.51,0
3,,,mcirc,12,4666.05,0
3,19:10:00,19:10:00,stamsuhh_a,13,4993.67,1
4,19:10:00,19:10:00,stamsuhh_d,1,75.44,1
4,,,hoff,2,263.84,0
4,,,uniofiel,3,333.76,0
4,,,biofield,4,663.67,0
4,,,mitc_out,5,1069.95,0
4,,,memo_out,6,1273.25,0
4,,,mont_out,7,1570.41,0
4,,,baltritc,8,2035.55,0
4,19:25:00,19:25:00,univclub,9,3323.97,1
4,,,univview,10,3814.46,0
4,,,varsity,11,4018.51,0
4,,,mcirc,12,4666.05,0
4,19:40:00,19:40:00,stamsuhh_a,13,4993.67,1
5,19:40:00,19:40:00,stamsuhh_d,1,75.44,1
5,,,hoff,2,263.84,0
5,,,uniofiel,3,333.76,0
5,,,biofield,4,663.67,0
5,,,mitc_out,5,1069.95,0
5,,,memo_out,6,1273.25,0
5,,,mont_out,7,1570.41,0
5,,,baltritc,8,2035.55,0
5,19:55:00,19:55:00,univclub,9,3323.97,1
5,,,univview,10,3814.46,0
5,,,varsity,11,4018.51,0
5,,,mcirc,12,4666.05,0
5,20:10:00,20:10:00,stamsuhh_a,13,4993.67,1
6,20:10:00,20:10:00,stamsuhh_d,1,75.44,1
6,,,hoff,2,263.84,0
6,,,uniofiel,3,333.76,0
6,,,biofield,4,663.67,0
6,,,mitc_out,5,1069.95,0
6,,,memo_out,6,1273.25,0
6,,,mont_out,7,1570.41,0
6,,,baltritc,8,2035.55,0
6,20:25:00,20:25:00,univclub,9,3323.97,1
6,,,univview,10,3814.46,0
6,,,varsity,11,4018.51,0
6,,,mcirc,12,4666.05,0
6,20:40:00,20:40:00,stamsuhh_a,13,4993.67,1
7,20:40:00,20:40:00,stamsuhh_d,1,75.44,1
7,,,hoff,2,263.84,0
7,,,uniofiel,3,333.76,0
7,,,biofield,4,663.67,0
7,,,mitc_out,5,1069.95,0
7,,,memo_out,6,1273.25,0
7,,,mont_out,7,1570.41,0
7,,,baltritc,8,2035.55,0
7,20:53:00,20:53:00,univclub,9,3323.97,1
7,,,univview,10,3814.46,0
7,,,varsity,11,4018.51,0
7,,,mcirc,12,4666.05,0
7,21:05:00,21:05:00,stamsuhh_a,13,4993.67,1
8,21:05:00,21:05:00,stamsuhh_d,1,75.44,1
8,,,hoff,2,263.84,0
8,,,uniofiel,3,333.76,0
8,,,biofield,4,663.67,0
8,,,mitc_out,5,1069.95,0
8,,,memo_out,6,1273.25,0
8,,,mont_out,7,1570.41,0
8,,,baltritc,8,2035.55,0
8,21:18:00,21:18:00,univclub,9,3323.97,1
8,,,univview,10,3814.46,0
8,,,varsity,11,4018.51,0
8,,,mcirc,12,4666.05,0
8,21:30:00,21:30:00,stamsuhh_a,13,4993.67,1
9,21:30:00,21:30:00,stamsuhh_d,1,75.44,1
9,,,hoff,2,263.84,0
9,,,uniofiel,3,333.76,0
9,,,biofield,4,663.67,0
9,,,mitc_out,5,1069.95,0
9,,,memo_out,6,1273.25,0
9,,,mont_out,7,1570.41,0
9,,,baltritc,8,2035.55,0
9,21:43:00,21:43:00,univclub,9,3323.97,1
9,,,univview,10,3814.46,0
9,,,varsity,11,4018.51,0
9,,,mcirc,12,4666.05,0
9,21:55:00,21:55:00,stamsuhh_a,13,4993.67,1
10,21:55:00,21:55:00,stamsuhh_d,1,75.44,1
10,,,hoff,2,263.84,0
10,,,uniofiel,3,333.76,0
10,,,biofield,4,663.67,0
10,,,mitc_out,5,1069.95,0
10,,,memo_out,6,1273.25,0
10,,,mont_out,7,1570.41,0
10,,,baltritc,8,2035.55,0
10,22:08:00,22:08:00,univclub,9,3323.97,1
10,,,univview,10,3814.46,0
10,,,varsity,11,4018.51,0
10,,,mcirc,12,4666.05,0
10,22:20:00,22:20:00,stamsuhh_a,13,4993.67,1
11,22:20:00,22:20:00,stamsuhh_d,1,75.44,1
11,,,hoff,2,263.84,0
11,,,uniofiel,3,333.76,0
11,,,biofield,4,663.67,0
11,,,mitc_out,5,1069.95,0
11,,,memo_out,6,1273.25,0
11,,,mont_out,7,1570.41,0
11,,,baltritc,8,2035.55,0
11,22:33:00,22:33:00,univclub,9,3323.97,1
11,,,univview,10,3814.46,0
11,,,varsity,11,4018.51,0
11,,,mcirc,12,4666.05,0
11,22:45:00,22:45:00,stamsuhh_a,13,4993.67,1
12,00:35:00,00:35:00,stamsuhh_d,1,75.44,1
12,,,hoff,2,263.84,0
12,,,uniofiel,3,333.76,0
12,,,biofield,4,663.67,0
12,,,mitc_out,5,1069.95,0
12,,,memo_out,6,1273.25,0
12,,,mont_out,7,1570.41,0
12,,,baltritc,8,2035.55,0
12,00:48:00,00:48:00,univclub,9,3323.97,1
12,,,univview,10,3814.46,0
12,,,varsity,11,4018.51,0
12,,,mcirc,12,4666.05,0
12,01:00:00,01:00:00,stamsuhh_a,13,4993.67,1
13,01:00:00,01:00:00,stamsuhh_d,1,75.44,1
13,,,hoff,2,263.84,0
13,,,uniofiel,3,333.76,0
13,,,biofield,4,663.67,0
13,,,mitc_out,5,1069.95,0
13,,,memo_out,6,1273.25,0
13,,,mont_out,7,1570.41,0
13,,,baltritc,8,2035.55,0
13,01:13:00,01:13:00,univclub,9,3323.97,1
13,,,univview,10,3814.46,0
13,,,varsity,11,4018.51,0
13,,,mcirc,12,4666.05,0
13,01:25:00,01:25:00,stamsuhh_a,13,4993.67,1
14,01:25:00,01:25:00,stamsuhh_d,1,75.44,1
14,,,hoff,2,263.84,0
14,,,uniofiel,3,333.76,0
14,,,biofield,4,663.67,0
14,,,mitc_out,5,1069.95,0
14,,,memo_out,6,1273.25,0
14,,,mont_out,7,1570.41,0
14,,,baltritc,8,2035.55,0
14,01:38:00,01:38:00,univclub,9,3323.97,1
14,,,univview,10,3814.46,0
14,,,varsity,11,4018.51,0
14,,,mcirc,12,4666.05,0
14,01:50:00,01:50:00,stamsuhh_a,13,4993.67,1
15,01:50:00,01:50:00,stamsuhh_d,1,75.44,1
15,,,hoff,2,263.84,0
15,,,uniofiel,3,333.76,0
15,,,biofield,4,663.67,0
15,,,mitc_out,5,1069.95,0
15,,,memo_out,6,1273.25,0
15,,,mont_out,7,1570.41,0
15,,,baltritc,8,2035.55,0
15,02:03:00,02:03:00,univclub,9,3323.97,1
15,,,univview,10,3814.46,0
15,,,varsity,11,4018.51,0
15,,,mcirc,12,4666.05,0
15,02:15:00,02:15:00,stamsuhh_a,13,4993.67,1
16,02:15:00,02:15:00,stamsuhh_d,1,75.44,1
16,,,hoff,2,263.84,0
16,,,uniofiel,3,333.76,0
16,,,biofield,4,663.67,0
16,,,mitc_out,5,1069.95,0
16,,,memo_out,6,1273.25,0
16,,,mont_out,7,1570.41,0
16,,,baltritc,8,2035.55,0
16,02:28:00,02:28:00,univclub,9,3323.97,1
16,,,univview,10,3814.46,0
16,,,varsity,11,4018.51,0
16,,,mcirc,12,4666.05,0
16,02:40:00,02:40:00,stamsuhh_a,13,4993.67,1
17,02:40:00,02:40:00,stamsuhh_d,1,75.44,1
17,,,hoff,2,263.84,0
17,,,uniofiel,3,333.76,0
17,,,biofield,4,663.67,0
17,,,mitc_out,5,1069.95,0
17,,,memo_out,6,1273.25,0
17,,,mont_out,7,1570.41,0
17,,,baltritc,8,2035.55,0
17,02:53:00,02:53:00,univclub,9,3323.97,1
17,,,univview,10,3814.46,0
17,,,varsity,11,4018.51,0
17,,,mcirc,12,4666.05,0
17,03:05:00,03:05:00,stamsuhh_a,13,4993.67,1
18,17:40:00,17:40:00,stamsuhh_d,1,75.44,1
18,,,hoff,2,263.84,0
18,,,uniofiel,3,333.76,0
18,,,biofield,4,663.67,0
18,,,mitc_out,5,1069.95,0
18,,,memo_out,6,1273.25,0
18,,,mont_out,7,1570.41,0
18,,,baltritc,8,2035.55,0
18,17:55:00,17:55:00,univclub,9,3323.97,1
18,,,univview,10,3814.46,0
18,,,varsity,11,4018.51,0
18,,,mcirc,12,4666.05,0
18,18:10:00,18:10:00,stamsuhh_a,13,4993.67,1
19,18:10:00,18:10:00,stamsuhh_d,1,75.44,1
19,,,hoff,2,263.84,0
19,,,uniofiel,3,333.76,0
19,,,biofield,4,663.67,0
19,,,mitc_out,5,1069.95,0
19,,,memo_out,6,1273.25,0
19,,,mont_out,7,1570.41,0
19,,,baltritc,8,2035.55,0
19,18:25:00,18:25:00,univclub,9,3323.97,1
19,,,univview,10,3814.46,0
19,,,varsity,11,4018.51,0
19,,,mcirc,12,4666.05,0
19,18:40:00,18:40:00,stamsuhh_a,13,4993.67,1
20,18:40:00,18:40:00,stamsuhh_d,1,75.44,1
20,,,hoff,2,263.84,0
20,,,uniofiel,3,333.76,0
20,,,biofield,4,663.67,0
20,,,mitc_out,5,1069.95,0
20,,,memo_out,6,1273.25,0
20,,,mont_out,7,1570.41,0
20,,,baltritc,8,2035.55,0
20,18:55:00,18:55:00,univclub,9,3323.97,1
20,,,univview,10,3814.46,0
20,,,varsity,11,4018.51,0
20,,,mcirc,12,4666.05,0
20,19:10:00,19:10:00,stamsuhh_a,13,4993.67,1
21,19:10:00,19:10:00,stamsuhh_d,1,75.44,1
21,,,hoff,2,263.84,0
21,,,uniofiel,3,333.76,0
21,,,biofield,4,663.67,0
21,,,mitc_out,5,1069.95,0
21,,,memo_out,6,1273.25,0
21,,,mont_out,7,1570.41,0
21,,,baltritc,8,2035.55,0
21,19:25:00,19:25:00,univclub,9,3323.97,1
21,,,univview,10,3814.46,0
21,,,varsity,11,4018.51,0
21,,,mcirc,12,4666.05,0
21,19:40:00,19:40:00,stamsuhh_a,13,4993.67,1
22,19:40:00,19:40:00,stamsuhh_d,1,75.44,1
22,,,hoff,2,263.84,0
22,,,uniofiel,3,333.76,0
22,,,biofield,4,663.67,0
22,,,mitc_out,5,1069.95,0
22,,,memo_out,6,1273.25,0
22,,,mont_out,7,1570.41,0
22,,,baltritc,8,2035.55,0
22,19:55:00,19:55:00,univclub,9,3323.97,1
22,,,univview,10,3814.46,0
22,,,varsity,11,4018.51,0
22,,,mcirc,12,4666.05,0
22,20:10:00,20:10:00,stamsuhh_a,13,4993.67,1
23,20:10:00,20:10:00,stamsuhh_d,1,75.44,1
23,,,hoff,2,263.84,0
23,,,uniofiel,3,333.76,0
23,,,biofield,4,663.67,0
23,,,mitc_out,5,1069.95,0
23,,,memo_out,6,1273.25,0
23,,,mont_out,7,1570.41,0
23,,,baltritc,8,2035.55,0
23,20:25:00,20:25:00,univclub,9,3323.97,1
23,,,univview,10,3814.46,0
23,,,varsity,11,4018.51,0
23,,,mcirc,12,4666.05,0
23,20:40:00,20:40:00,stamsuhh_a,13,4993.67,1
24,20:40:00,20:40:00,stamsuhh_d,1,75.44,1
24,,,hoff,2,263.84,0
24,,,uniofiel,3,333.76,0
24,,,biofield,4,663.67,0
24,,,mitc_out,5,1069.95,0
24,,,memo_out,6,1273.25,0
24,,,mont_out,7,1570.41,0
24,,,baltritc,8,2035.55,0
24,20:55:00,20:55:00,univclub,9,3323.97,1
24,,,univview,10,3814.46,0
24,,,varsity,11,4018.51,0
24,,,mcirc,12,4666.05,0
24,21:10:00,21:10:00,stamsuhh_a,13,4993.67,1
25,22:35:00,22:35:00,stamsuhh_d,1,75.44,1
25,,,hoff,2,263.84,0
25,,,uniofiel,3,333.76,0
25,,,biofield,4,663.67,0
25,,,mitc_out,5,1069.95,0
25,,,memo_out,6,1273.25,0
25,,,mont_out,7,1570.41,0
25,,,baltritc,8,2035.55,0
25,22:50:00,22:50:00,univclub,9,3323.97,1
25,,,univview,10,3814.46,0
25,,,varsity,11,4018.51,0
25,,,mcirc,12,4666.05,0
25,23:05:00,23:05:00,stamsuhh_a,13,4993.67,1
26,23:05:00,23:05:00,stamsuhh_d,1,75.44,1
26,,,hoff,2,263.84,0
26,,,uniofiel,3,333.76,0
26,,,biofield,4,663.67,0
26,,,mitc_out,5,1069.95,0
26,,,memo_out,6,1273.25,0
26,,,mont_out,7,1570.41,0
26,,,baltritc,8,2035.55,0
26,23:20:00,23:20:00,univclub,9,3323.97,1
26,,,univview,10,3814.46,0
26,,,varsity,11,4018.51,0
26,,,mcirc,12,4666.05,0
26,23:35:00,23:35:00,stamsuhh_a,13,4993.67,1
27,23:35:00,23:35:00,stamsuhh_d,1,75.44,1
27,,,hoff,2,263.84,0
27,,,uniofiel,3,333.76,0
27,,,biofield,4,663.67,0
27,,,mitc_out,5,1069.95,0
27,,,memo_out,6,1273.25,0
27,,,mont_out,7,1570.41,0
27,,,baltritc,8,2035.55,0
27,23:50:00,23:50:00,univclub,9,3323.97,1
27,,,univview,10,3814.46,0
27,,,varsity,11,4018.51,0
27,,,mcirc,12,4666.05,0
27,24:05:00,24:05:00,stamsuhh_a,13,4993.67,1
28,00:05:00,00:05:00,stamsuhh_d,1,75.44,1
28,,,hoff,2,263.84,0
28,,,uniofiel,3,333.76,0
28,,,biofield,4,663.67,0
28,,,mitc_out,5,1069.95,0
28,,,memo_out,6,1273.25,0
28,,,mont_out,7,1570.41,0
28,,,baltritc,8,2035.55,0
28,00:20:00,00:20:00,univclub,9,3323.97,1
28,,,univview,10,3814.46,0
28,,,varsity,11,4018.51,0
28,,,mcirc,12,4666.05,0
28,00:35:00,00:35:00,stamsuhh_a,13,4993.67,1
29,00:35:00,00:35:00,stamsuhh_d,1,75.44,1
29,,,hoff,2,263.84,0
29,,,uniofiel,3,333.76,0
29,,,biofield,4,663.67,0
29,,,mitc_out,5,1069.95,0
29,,,memo_out,6,1273.25,0
29,,,mont_out,7,1570.41,0
29,,,baltritc,8,2035.55,0
29,00:50:00,00:50:00,univclub,9,3323.97,1
29,,,univview,10,3814.46,0
29,,,varsity,11,4018.51,0
29,,,mcirc,12,4666.05,0
29,01:05:00,01:05:00,stamsuhh_a,13,4993.67,1
30,01:05:00,01:05:00,stamsuhh_d,1,75.44,1
30,,,hoff,2,263.84,0
30,,,uniofiel,3,333.76,0
30,,,biofield,4,663.67,0
30,,,mitc_out,5,1069.95,0
30,,,memo_out,6,1273.25,0
30,,,mont_out,7,1570.41,0
30,,,baltritc,8,2035.55,0
30,01:20:00,01:20:00,univclub,9,3323.97,1
30,,,univview,10,3814.46,0
30,,,varsity,11,4018.51,0
30,,,mcirc,12,4666.05,0
30,01:35:00,01:35:00,stamsuhh_a,13,4993.67,1
31,01:35:00,01:35:00,stamsuhh_d,1,75.44,1
31,,,hoff,2,263.84,0
31,,,uniofiel,3,333.76,0
31,,,biofield,4,663.67,0
31,,,mitc_out,5,1069.95,0
31,,,memo_out,6,1273.25,0
31,,,mont_out,7,1570.41,0
31,,,baltritc,8,2035.55,0
31,01:50:00,01:50:00,univclub,9,3323.97,1
31,,,univview,10,3814.46,0
31,,,varsity,11,4018.51,0
31,,,mcirc,12,4666.05,0
31,02:05:00,02:05:00,stamsuhh_a,13,4993.67,1
32,02:05:00,02:05:00,stamsuhh_d,1,75.44,1
32,,,hoff,2,263.84,0
32,,,uniofiel,3,333.76,0
32,,,biofield,4,663.67,0
32,,,mitc_out,5,1069.95,0
32,,,memo_out,6,1273.25,0
32,,,mont_out,7,1570.41,0
32,,,baltritc,8,2035.55,0
32,02:20:00,02:20:00,univclub,9,3323.97,1
32,,,univview,10,3814.46,0
32,,,varsity,11,4018.51,0
32,,,mcirc,12,4666.05,0
32,02:35:00,02:35:00,stamsuhh_a,13,4993.67,1
33,00:35:00,00:35:00,stamsuhh_d,1,75.44,1
33,,,hoff,2,263.84,0
33,,,uniofiel,3,333.76,0
33,,,biofield,4,663.67,0
33,,,mitc_out,5,1069.95,0
33,,,memo_out,6,1273.25,0
33,,,mont_out,7,1570.41,0
33,,,baltritc,8,2035.55,0
33,00:48:00,00:48:00,univclub,9,3323.97,1
33,,,univview,10,3814.46,0
33,,,varsity,11,4018.51,0
33,,,mcirc,12,4666.05,0
33,01:00:00,01:00:00,stamsuhh_a,13,4993.67,1
34,01:00:00,01:00:00,stamsuhh_d,1,75.44,1
34,,,hoff,2,263.84,0
34,,,uniofiel,3,333.76,0
34,,,biofield,4,663.67,0
34,,,mitc_out,5,1069.95,0
34,,,memo_out,6,1273.25,0
34,,,mont_out,7,1570.41,0
34,,,baltritc,8,2035.55,0
34,01:13:00,01:13:00,univclub,9,3323.97,1
34,,,univview,10,3814.46,0
34,,,varsity,11,4018.51,0
34,,,mcirc,12,4666.05,0
34,01:25:00,01:25:00,stamsuhh_a,13,4993.67,1
35,01:25:00,01:25:00,stamsuhh_d,1,75.44,1
35,,,hoff,2,263.84,0
35,,,uniofiel,3,333.76,0
35,,,biofield,4,663.67,0
35,,,mitc_out,5,1069.95,0
35,,,memo_out,6,1273.25,0
35,,,mont_out,7,1570.41,0
35,,,baltritc,8,2035.55,0
35,01:38:00,01:38:00,univclub,9,3323.97,1
35,,,univview,10,3814.46,0
35,,,varsity,11,4018.51,0
35,,,mcirc,12,4666.05,0
35,01:50:00,01:50:00,stamsuhh_a,13,4993.67,1
36,01:50:00,01:50:00,stamsuhh_d,1,75.44,1
36,,,hoff,2,263.84,0
36,,,uniofiel,3,333.76,0
36,,,biofield,4,663.67,0
36,,,mitc_out,5,1069.95,0
36,,,memo_out,6,1273.25,0
36,,,mont_out,7,1570.41,0
36,,,baltritc,8,2035.55,0
36,02:03:00,02:03:00,univclub,9,3323.97,1
36,,,univview,10,3814.46,0
36,,,varsity,11,4018.51,0
36,,,mcirc,12,4666.05,0
36,02:15:00,02:15:00,stamsuhh_a,13,4993.67,1
37,02:15:00,02:15:00,stamsuhh_d,1,75.44,1
37,,,hoff,2,263.84,0
37,,,uniofiel,3,333.76,0
37,,,biofield,4,663.67,0
37,,,mitc_out,5,1069.95,0
37,,,memo_out,6,1273.25,0
37,,,mont_out,7,1570.41,0
37,,,baltritc,8,2035.55,0
37,02:28:00,02:28:00,univclub,9,3323.97,1
37,,,univview,10,3814.46,0
37,,,varsity,11,4018.51,0
37,,,mcirc,12,4666.05,0
37,02:40:00,02:40:00,stamsuhh_a,13,4993.67,1
38,02:40:00,02:40:00,stamsuhh_d,1,75.44,1
38,,,hoff,2,263.84,0
38,,,uniofiel,3,333.76,0
38,,,biofield,4,663.67,0
38,,,mitc_out,5,1069.95,0
38,,,memo_out,6,1273.25,0
38,,,mont_out,7,1570.41,0
38,,,baltritc,8,2035.55,0
38,02:53:00,02:53:00,univclub,9,3323.97,1
38,,,univview,10,3814.46,0
38,,,varsity,11,4018.51,0
38,,,mcirc,12,4666.05,0
38,03:05:00,03:05:00,stamsuhh_a,13,4993.67,1
39,00:25:00,00:25:00,stamsuhh_d,1,75.44,1
39,,,hoff,2,263.84,0
39,,,uniofiel,3,333.76,0
39,,,biofield,4,663.67,0
39,,,mitc_out,5,1069.95,0
39,,,memo_out,6,1273.25,0
39,,,mont_out,7,1570.41,0
39,,,baltritc,8,2035.55,0
39,00:38:00,00:38:00,univclub,9,3323.97,1
39,,,univview,10,3814.46,0
39,,,varsity,11,4018.51,0
39,,,mcirc,12,4666.05,0
39,00:50:00,00:50:00,stamsuhh_a,13,4993.67,1
40,00:50:00,00:50:00,stamsuhh_d,1,75.44,1
40,,,hoff,2,263.84,0
40,,,uniofiel,3,333.76,0
40,,,biofield,4,663.67,0
40,,,mitc_out,5,1069.95,0
40,,,memo_out,6,1273.25,0
40,,,mont_out,7,1570.41,0
40,,,baltritc,8,2035.55,0
40,01:03:00,01:03:00,univclub,9,3323.97,1
40,,,univview,10,3814.46,0
40,,,varsity,11,4018.51,0
40,,,mcirc,12,4666.05,0
40,01:15:00,01:15:00,stamsuhh_a,13,4993.67,1
41,01:15:00,01:15:00,stamsuhh_d,1,75.44,1
41,,,hoff,2,263.84,0
41,,,uniofiel,3,333.76,0
41,,,biofield,4,663.67,0
41,,,mitc_out,5,1069.95,0
41,,,memo_out,6,1273.25,0
41,,,mont_out,7,1570.41,0
41,,,baltritc,8,2035.55,0
41,01:28:00,01:28:00,univclub,9,3323.97,1
41,,,univview,10,3814.46,0
41,,,varsity,11,4018.51,0
41,,,mcirc,12,4666.05,0
41,01:40:00,01:40:00,stamsuhh_a,13,4993.67,1
42,01:40:00,01:40:00,stamsuhh_d,1,75.44,1
42,,,hoff,2,263.84,0
42,,,uniofiel,3,333.76,0
42,,,biofield,4,663.67,0
42,,,mitc_out,5,1069.95,0
42,,,memo_out,6,1273.25,0
42,,,mont_out,7,1570.41,0
42,,,baltritc,8,2035.55,0
42,01:53:00,01:53:00,univclub,9,3323.97,1
42,,,univview,10,3814.46,0
42,,,varsity,11,4018.51,0
42,,,mcirc,12,4666.05,0
42,02:05:00,02:05:00,stamsuhh_a,13,4993.67,1
43,02:05:00,02:05:00,stamsuhh_d,1,75.44,1
43,,,hoff,2,263.84,0
43,,,uniofiel,3,333.76,0
43,,,biofield,4,663.67,0
43,,,mitc_out,5,1069.95,0
43,,,memo_out,6,1273.25,0
43,,,mont_out,7,1570.41,0
43,,,baltritc,8,2035.55,0
43,02:18:00,02:18:00,univclub,9,3323.97,1
43,,,univview,10,3814.46,0
43,,,varsity,11,4018.51,0
43,,,mcirc,12,4666.05,0
43,02:30:00,02:30:00,stamsuhh_a,13,4993.67,1
44,02:30:00,02:30:00,stamsuhh_d,1,75.44,1
44,,,hoff,2,263.84,0
44,,,uniofiel,3,333.76,0
44,,,biofield,4,663.67,0
44,,,mitc_out,5,1069.95,0
44,,,memo_out,6,1273.25,0
44,,,mont_out,7,1570.41,0
44,,,baltritc,8,2035.55,0
44,02:43:00,02:43:00,univclub,9,3323.97,1
44,,,univview,10,3814.46,0
44,,,varsity,11,4018.51,0
44,,,mcirc,12,4666.05,0
44,02:55:00,02:55:00,stamsuhh_a,13,4993.67,1
45,15:00:00,15:00:00,cpmetro_d,1,61.16,1
45,,,acphys,2,722.58,0
45,15:04:00,15:04:00,acphys_elli,3,1274.27,1
45,15:06:00,15:06:00,rayt,4,1906.77,1
45,,,collpark,5,2300.27,0
45,,,diviofit,6,2946.32,0
45,15:09:00,15:09:00,msqua,7,3134.05,1
45,15:11:00,15:11:00,usda,8,3886.74,1
45,,,rrmshel,9,4237.1,0
45,15:20:00,15:20:00,cpmetro_a,10,6083.23,1
46,15:20:00,15:20:00,cpmetro_d,1,61.16,1
46,,,acphys,2,722.58,0
46,15:24:00,15:24:00,acphys_elli,3,1274.27,1
46,15:26:00,15:26:00,rayt,4,1906.77,1
46,,,collpark,5,2300.27,0
46,,,diviofit,6,2946.32,0
46,15:29:00,15:29:00,msqua,7,3134.05,1
46,15:31:00,15:31:00,usda,8,3886.74,1
46,,,rrmshel,9,4237.1,0
46,15:40:00,15:40:00,cpmetro_a,10,6083.23,1
47,15:40:00,15:40:00,cpmetro_d,1,61.16,1
47,,,acphys,2,722.58,0
47,15:44:00,15:44:00,acphys_elli,3,1274.27,1
47,15:46:00,15:46:00,rayt,4,1906.77,1
47,,,collpark,5,2300.27,0
47,,,diviofit,6,2946.32,0
47,15:49:00,15:49:00,msqua,7,3134.05,1
47,15:51:00,15:51:00,usda,8,3886.74,1
47,,,rrmshel,9,4237.1,0
47,16:00:00,16:00:00,cpmetro_a,10,6083.23,1
48,16:00:00,16:00:00,cpmetro_d,1,61.16,1
48,,,acphys,2,722.58,0
48,16:04:00,16:04:00,acphys_elli,3,1274.27,1
48,16:06:00,16:06:00,rayt,4,1906.77,1
48,,,collpark,5,2300.27,0
48,,,diviofit,6,2946.32,0
48,16:09:00,16:09:00,msqua,7,3134.05,1
48,16:11:00,16:11:00,usda,8,3886.74,1
48,,,rrmshel,9,4237.1,0
48,16:20:00,16:20:00,cpmetro_a,10,6083.23,1
49,16:20:00,16:20:00,cpmetro_d,1,61.16,1
49,,,acphys,2,722.58,0
49,16:24:00,16:24:00,acphys_elli,3,1274.27,1
49,16:26:00,16:26:00,rayt,4,1906.77,1
49,,,collpark,5,2300.27,0
49,,,diviofit,6,2946.32,0
49,16:29:00,16:29:00,msqua,7,3134.05,1
49,16:31:00,16:31:00,usda,8,3886.74,1
49,,,rrmshel,9,4237.1,0
49,16:40:00,16:40:00,cpmetro_a,10,6083.23,1
50,16:40:00,16:40:00,cpmetro_d,1,61.16,1
50,,,acphys,2,722.58,0
50,16:44:00,16:44:00,acphys_elli,3,1274.27,1
50,16:46:00,16:46:00,rayt,4,1906.77,1
50,,,collpark,5,2300.27,0
50,,,diviofit,6,2946.32,0
50,16:49:00,16:49:00,msqua,7,3134.05,1
50,16:51:00,16:51:00,usda,8,3886.74,1
50,,,rrmshel,9,4237.1,0
50,17:00:00,17:00:00,cpmetro_a,10,6083.23,1
51,17:00:00,17:00:00,cpmetro_d,1,61.16,1
51,,,acphys,2,722.58,0
51,17:04:00,17:04:00,acphys_elli,3,1274.27,1
51,17:06:00,17:06:00,rayt,4,1906.77,1
51,,,collpark,5,2300.27,0
51,,,diviofit,6,2946.32,0
51,17:09:00,17:09:00,msqua,7,3134.05,1
51,17:11:00,17:11:00,usda,8,3886.74,1
51,,,rrmshel,9,4237.1,0
51,17:20:00,17:20:00,cpmetro_a,10,6083.23,1
52,17:20:00,17:20:00,cpmetro_d,1,61.16,1
52,,,acphys,2,722.58,0
52,17:24:00,17:24:00,acphys_elli,3,1274.27,1
52,17:26:00,17:26:00,rayt,4,1906.77,1
52,,,collpark,5,2300.27,0
52,,,diviofit,6,2946.32,0
52,17:29:00,17:29:00,msqua,7,3134.05,1
52,17:31:00,17:31:00,usda,8,3886.74,1
52,,,rrmshel,9,4237.1,0
52,17:40:00,17:40:00,cpmetro_a,10,6083.23,1
53,17:40:00,17:40:00,cpmetro_d,1,61.16,1
53,,,acphys,2,722.58,0
53,17:44:00,17:44:00,acphys_elli,3,1274.27,1
53,17:46:00,17:46:00,rayt,4,1906.77,1
53,,,collpark,5,2300.27,0
53,,,diviofit,6,2946.32,0
53,17:49:00,17:49:00,msqua,7,3134.05,1
53,17:51:00,17:51:00,usda,8,3886.74,1
53,,,rrmshel,9,4237.1,0
53,18:00:00,18:00:00,cpmetro_a,10,6083.23,1
54,06:00:00,06:00:00,cpmetro_d,1,61.16,1
54,,,acphys,2,722.58,0
54,06:04:00,06:04:00,acphys_elli,3,1274.27,1
54,06:06:00,06:06:00,rayt,4,1906.77,1
54,,,collpark,5,2300.27,0
54,,,diviofit,6,2946.32,0
54,06:09:00,06:09:00,msqua,7,3134.05,1
