route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,scheduled_trip_id,train_id
GREEN,60,3987623_18934,"BRANCH AVE",1,,100,3987623,506
GREEN,60,3987470_18934,"BRANCH AVE",1,,100,3987470,507
GREEN,60,3987511_18934,"BRANCH AVE",1,,100,3987511,508
GREEN,60,3987988_18934,"BRANCH AVE",1,,100,3987988,509
GREEN,60,3987469_18934,"BRANCH AVE",1,,100,3987469,1511
GREEN,60,3987466_18934,"BRANCH AVE",1,,100,3987466,510
GREEN,60,3987477_18934,"BRANCH AVE",1,,100,3987477,501
GREEN,60,3987473_18934,"BRANCH AVE",1,,100,3987473,502
GREEN,60,3987471_18934,"BRANCH AVE",1,,100,3987471,503
GREEN,60,3987468_18934,"BRANCH AVE",1,,100,3987468,1512
GREEN,60,3987742_18934,"BRANCH AVE",1,,100,3987742,504
GREEN,60,3987472_18934,"BRANCH AVE",1,,100,3987472,505
GREEN,60,3987474_18934,"BRANCH AVE",1,,100,3987474,506
GREEN,60,3987475_18934,"BRANCH AVE",1,,100,3987475,507
GREEN,60,3987512_18934,"BRANCH AVE",1,,100,3987512,508
GREEN,60,3987513_18934,"BRANCH AVE",1,,100,3987513,1511
GREEN,60,3987994_18934,"BRANCH AVE",1,,100,3987994,510
GREEN,60,3987998_18934,"BRANCH AVE",1,,100,3987998,501
GREEN,60,3988003_18934,"BRANCH AVE",1,,100,3988003,502
GREEN,60,3988010_18934,"BRANCH AVE",1,,100,3988010,503
GREEN,60,3988006_18934,"BRANCH AVE",1,,100,3988006,1512
GREEN,60,3988007_18934,"BRANCH AVE",1,,100,3988007,505
GREEN,60,3988002_18934,"BRANCH AVE",1,,100,3988002,506
GREEN,60,3988429_18934,"BRANCH AVE",1,,100,3988429,507
GREEN,60,3988413_18934,"BRANCH AVE",1,,100,3988413,508
GREEN,60,3988417_18934,"BRANCH AVE",1,,100,3988417,1511
GREEN,60,3988282_18934,"BRANCH AVE",1,,100,3988282,510
GREEN,60,3988381_18934,"BRANCH AVE",1,,100,3988381,501
GREEN,60,3988418_18934,"BRANCH AVE",1,,100,3988418,502
GREEN,60,3988468_18934,"BRANCH AVE",1,,100,3988468,503
GREEN,60,3988459_18934,"BRANCH AVE",1,,100,3988459,1512
GREEN,60,3988463_18934,"BRANCH AVE",1,,100,3988463,505
GREEN,60,3988462_18934,"BRANCH AVE",1,,100,3988462,506
GREEN,60,3988434_18934,"BRANCH AVE",1,,100,3988434,507
GREEN,54,4077664_18934,"BRANCH AVE",1,,101,4077664,504
GREEN,54,4077666_18934,"BRANCH AVE",1,,101,4077666,505
GREEN,54,4077660_18934,"BRANCH AVE",1,,101,4077660,506
GREEN,54,4077657_18934,"BRANCH AVE",1,,101,4077657,501
GREEN,54,4077656_18934,"BRANCH AVE",1,,101,4077656,502
GREEN,54,4077653_18934,"BRANCH AVE",1,,101,4077653,503
GREEN,54,4077649_18934,"BRANCH AVE",1,,101,4077649,504
GREEN,54,4077650_18934,"BRANCH AVE",1,,101,4077650,505
GREEN,54,4077647_18934,"BRANCH AVE",1,,101,4077647,506
GREEN,54,4077645_18934,"BRANCH AVE",1,,101,4077645,501
GREEN,54,4077641_18934,"BRANCH AVE",1,,101,4077641,502
GREEN,54,4077643_18934,"BRANCH AVE",1,,101,4077643,503
GREEN,54,4077638_18934,"BRANCH AVE",1,,101,4077638,504
GREEN,54,4077633_18934,"BRANCH AVE",1,,101,4077633,505
GREEN,54,4077636_18934,"BRANCH AVE",1,,101,4077636,506
GREEN,54,4077632_18934,"BRANCH AVE",1,,101,4077632,501
GREEN,54,4077630_18934,"BRANCH AVE",1,,101,4077630,502
GREEN,54,4077629_18934,"BRANCH AVE",1,,101,4077629,503
GREEN,54,4077627_18934,"BRANCH AVE",1,,101,4077627,504
GREEN,54,4077625_18934,"BRANCH AVE",1,,101,4077625,505
GREEN,54,4077623_18934,"BRANCH AVE",1,,101,4077623,506
GREEN,54,4077621_18934,"BRANCH AVE",1,,101,4077621,501
GREEN,54,4077618_18934,"BRANCH AVE",1,,101,4077618,502
GREEN,54,4077617_18934,"BRANCH AVE",1,,101,4077617,503
GREEN,54,4077614_18934,"BRANCH AVE",1,,101,4077614,504
GREEN,54,4077612_18934,"BRANCH AVE",1,,101,4077612,505
GREEN,54,4077611_18934,"BRANCH AVE",1,,101,4077611,506
GREEN,54,4077608_18934,"BRANCH AVE",1,,101,4077608,501
GREEN,54,4077606_18934,"BRANCH AVE",1,,101,4077606,502
GREEN,54,4077605_18934,"BRANCH AVE",1,,101,4077605,503
GREEN,54,4077602_18934,"BRANCH AVE",1,,101,4077602,504
GREEN,54,4077601_18934,"BRANCH AVE",1,,101,4077601,505
GREEN,54,4077598_18934,"BRANCH AVE",1,,101,4077598,506
GREEN,54,4077597_18934,"BRANCH AVE",1,,101,4077597,501
GREEN,54,4077595_18934,"BRANCH AVE",1,,101,4077595,502
GREEN,54,4077592_18934,"BRANCH AVE",1,,101,4077592,503
GREEN,54,4077590_18934,"BRANCH AVE",1,,101,4077590,504
GREEN,54,4077589_18934,"BRANCH AVE",1,,101,4077589,505
GREEN,54,4077586_18934,"BRANCH AVE",1,,101,4077586,506
GREEN,54,4077585_18934,"BRANCH AVE",1,,101,4077585,501
GREEN,54,4077583_18934,"BRANCH AVE",1,,101,4077583,502
GREEN,54,4077580_18934,"BRANCH AVE",1,,101,4077580,503
GREEN,54,4077578_18934,"BRANCH AVE",1,,101,4077578,504
GREEN,54,4077577_18934,"BRANCH AVE",1,,101,4077577,505
GREEN,54,4077574_18934,"BRANCH AVE",1,,101,4077574,506
GREEN,54,4077573_18934,"BRANCH AVE",1,,101,4077573,501
GREEN,54,4077570_18934,"BRANCH AVE",1,,101,4077570,502
GREEN,54,4077568_18934,"BRANCH AVE",1,,101,4077568,503
GREEN,54,4076793_18934,"BRANCH AVE",1,,101,4076793,504
GREEN,54,4076786_18934,"BRANCH AVE",1,,101,4076786,505
GREEN,54,4076779_18934,"BRANCH AVE",1,,101,4076779,501
GREEN,54,4076740_18934,"BRANCH AVE",1,,101,4076740,502
GREEN,54,4076762_18934,"BRANCH AVE",1,,101,4076762,504
GREEN,54,4077244_18934,"BRANCH AVE",1,,101,4077244,505
GREEN,54,4077136_18934,"BRANCH AVE",1,,101,4077136,501
GREEN,54,4076749_18934,"BRANCH AVE",1,,101,4076749,502
GREEN,54,4076805_18934,"BRANCH AVE",1,,102,4076805,504
GREEN,61,3989419_18934,"BRANCH AVE",1,,103,3989419,501
GREEN,61,3989417_18934,"BRANCH AVE",1,,103,3989417,502
GREEN,61,3989422_18934,"BRANCH AVE",1,,103,3989422,503
GREEN,61,3989416_18934,"BRANCH AVE",1,,103,3989416,504
GREEN,61,3989420_18934,"BRANCH AVE",1,,103,3989420,505
GREEN,61,3990534_18934,"BRANCH AVE",1,,103,3990534,512
GREEN,61,3989415_18934,"BRANCH AVE",1,,103,3989415,506
GREEN,61,3989421_18934,"BRANCH AVE",1,,103,3989421,507
GREEN,61,3989423_18934,"BRANCH AVE",1,,103,3989423,508
GREEN,61,3989425_18934,"BRANCH AVE",1,,103,3989425,509
GREEN,61,3989427_18934,"BRANCH AVE",1,,103,3989427,510
GREEN,61,3990537_18934,"BRANCH AVE",1,,103,3990537,511
GREEN,61,3989424_18934,"BRANCH AVE",1,,103,3989424,501
GREEN,61,3989426_18934,"BRANCH AVE",1,,103,3989426,502
GREEN,61,3989475_18934,"BRANCH AVE",1,,103,3989475,503
GREEN,61,3989473_18934,"BRANCH AVE",1,,103,3989473,504
GREEN,61,3989476_18934,"BRANCH AVE",1,,103,3989476,505
GREEN,61,3990524_18934,"BRANCH AVE",1,,103,3990524,512
GREEN,61,3989474_18934,"BRANCH AVE",1,,103,3989474,506
GREEN,61,3989517_18934,"BRANCH AVE",1,,103,3989517,507
GREEN,61,3989519_18934,"BRANCH AVE",1,,103,3989519,508
GREEN,61,3989540_18934,"BRANCH AVE",1,,103,3989540,509
GREEN,61,3989539_18934,"BRANCH AVE",1,,103,3989539,510
GREEN,61,3990538_18934,"BRANCH AVE",1,,103,3990538,511
GREEN,61,3989538_18934,"BRANCH AVE",1,,103,3989538,501
GREEN,61,3989607_18934,"BRANCH AVE",1,,103,3989607,502
GREEN,61,3989610_18934,"BRANCH AVE",1,,103,3989610,503
GREEN,61,3989612_18934,"BRANCH AVE",1,,103,3989612,504
GREEN,61,3989614_18934,"BRANCH AVE",1,,103,3989614,505
GREEN,61,3989609_18934,"BRANCH AVE",1,,103,3989609,506
GREEN,61,3989615_18934,"BRANCH AVE",1,,103,3989615,507
GREEN,61,3989616_18934,"BRANCH AVE",1,,103,3989616,508
GREEN,61,3989617_18934,"BRANCH AVE",1,,103,3989617,509
GREEN,61,3989613_18934,"BRANCH AVE",1,,103,3989613,510
GREEN,61,3989608_18934,"BRANCH AVE",1,,103,3989608,501
GREEN,61,3989611_18934,"BRANCH AVE",1,,103,3989611,502
GREEN,61,3989619_18934,"BRANCH AVE",1,,103,3989619,503
GREEN,61,3989618_18934,"BRANCH AVE",1,,103,3989618,504
GREEN,61,3989864_18934,"BRANCH AVE",1,,103,3989864,505
GREEN,61,3989866_18934,"BRANCH AVE",1,,103,3989866,506
GREEN,61,3989865_18934,"BRANCH AVE",1,,103,3989865,507
GREEN,61,3989863_18934,"BRANCH AVE",1,,103,3989863,508
GREEN,61,3989867_18934,"BRANCH AVE",1,,103,3989867,509
GREEN,61,3989868_18934,"BRANCH AVE",1,,103,3989868,510
GREEN,61,3989847_18934,"BRANCH AVE",1,,103,3989847,501
GREEN,61,3989845_18934,"BRANCH AVE",1,,103,3989845,502
GREEN,61,3989849_18934,"BRANCH AVE",1,,103,3989849,503
GREEN,61,3989848_18934,"BRANCH AVE",1,,103,3989848,504
GREEN,61,3989850_18934,"BRANCH AVE",1,,103,3989850,505
GREEN,61,3989846_18934,"BRANCH AVE",1,,103,3989846,506
GREEN,61,3990083_18934,"BRANCH AVE",1,,103,3990083,507
GREEN,61,3990078_18934,"BRANCH AVE",1,,103,3990078,508
GREEN,61,3990077_18934,"BRANCH AVE",1,,103,3990077,509
GREEN,61,3990081_18934,"BRANCH AVE",1,,103,3990081,510
GREEN,61,3990075_18934,"BRANCH AVE",1,,103,3990075,501
GREEN,61,3990079_18934,"BRANCH AVE",1,,103,3990079,502
GREEN,61,3990080_18934,"BRANCH AVE",1,,103,3990080,503
GREEN,61,3990528_18934,"BRANCH AVE",1,,103,3990528,1512
GREEN,61,3990082_18934,"BRANCH AVE",1,,103,3990082,504
GREEN,61,3990084_18934,"BRANCH AVE",1,,103,3990084,505
GREEN,61,3990076_18934,"BRANCH AVE",1,,103,3990076,506
GREEN,61,3990087_18934,"BRANCH AVE",1,,103,3990087,507
GREEN,61,3990073_18934,"BRANCH AVE",1,,103,3990073,508
GREEN,61,3990529_18934,"BRANCH AVE",1,,103,3990529,509
GREEN,61,3990085_18934,"BRANCH AVE",1,,103,3990085,1511
GREEN,61,3990072_18934,"BRANCH AVE",1,,103,3990072,510
GREEN,61,3990086_18934,"BRANCH AVE",1,,103,3990086,501
GREEN,61,3990088_18934,"BRANCH AVE",1,,103,3990088,502
GREEN,61,3990089_18934,"BRANCH AVE",1,,103,3990089,503
GREEN,61,3990531_18934,"BRANCH AVE",1,,103,3990531,1512
GREEN,61,3990090_18934,"BRANCH AVE",1,,103,3990090,504
GREEN,61,3990074_18934,"BRANCH AVE",1,,103,3990074,505
GREEN,61,3990091_18934,"BRANCH AVE",1,,103,3990091,506
GREEN,61,3990097_18934,"BRANCH AVE",1,,103,3990097,507
GREEN,61,3990092_18934,"BRANCH AVE",1,,103,3990092,508
GREEN,61,3990530_18934,"BRANCH AVE",1,,103,3990530,509
GREEN,61,3990094_18934,"BRANCH AVE",1,,103,3990094,1511
GREEN,61,3990101_18934,"BRANCH AVE",1,,103,3990101,510
GREEN,61,3990100_18934,"BRANCH AVE",1,,103,3990100,501
GREEN,61,3990093_18934,"BRANCH AVE",1,,103,3990093,502
GREEN,61,3990102_18934,"BRANCH AVE",1,,103,3990102,503
GREEN,61,3990103_18934,"BRANCH AVE",1,,103,3990103,1512
GREEN,61,3990833_18934,"BRANCH AVE",1,,103,3990833,504
GREEN,61,3990098_18934,"BRANCH AVE",1,,103,3990098,505
GREEN,61,3990104_18934,"BRANCH AVE",1,,103,3990104,506
GREEN,61,3990096_18934,"BRANCH AVE",1,,103,3990096,507
GREEN,61,3990099_18934,"BRANCH AVE",1,,103,3990099,508
GREEN,61,3990095_18934,"BRANCH AVE",1,,103,3990095,1511
GREEN,61,3990454_18934,"BRANCH AVE",1,,103,3990454,510
GREEN,61,3990452_18934,"BRANCH AVE",1,,103,3990452,501
GREEN,61,3990455_18934,"BRANCH AVE",1,,103,3990455,502
GREEN,61,3990462_18934,"BRANCH AVE",1,,103,3990462,503
GREEN,61,3990461_18934,"BRANCH AVE",1,,103,3990461,1512
GREEN,61,3990463_18934,"BRANCH AVE",1,,103,3990463,505
GREEN,61,3990451_18934,"BRANCH AVE",1,,103,3990451,506
GREEN,61,3990453_18934,"BRANCH AVE",1,,103,3990453,507
GREEN,61,3990421_18934,"BRANCH AVE",1,,103,3990421,508
GREEN,61,3990427_18934,"BRANCH AVE",1,,103,3990427,1511
GREEN,61,3990834_18934,"BRANCH AVE",1,,103,3990834,510
GREEN,61,3990527_18934,"BRANCH AVE",1,,103,3990527,501
GREEN,61,3990428_18934,"BRANCH AVE",1,,103,3990428,502
GREEN,61,3990456_18934,"BRANCH AVE",1,,103,3990456,503
GREEN,62,4075417_18934,"BRANCH AVE",1,,104,4075417,504
GREEN,62,4075856_18934,"BRANCH AVE",1,,104,4075856,505
GREEN,62,4075974_18934,"BRANCH AVE",1,,104,4075974,506
GREEN,62,4075857_18934,"BRANCH AVE",1,,104,4075857,501
GREEN,62,4075858_18934,"BRANCH AVE",1,,104,4075858,502
GREEN,62,4075975_18934,"BRANCH AVE",1,,104,4075975,503
GREEN,62,4075859_18934,"BRANCH AVE",1,,104,4075859,504
GREEN,62,4075860_18934,"BRANCH AVE",1,,104,4075860,505
GREEN,62,4075976_18934,"BRANCH AVE",1,,104,4075976,506
GREEN,62,4075861_18934,"BRANCH AVE",1,,104,4075861,501
GREEN,62,4075426_18934,"BRANCH AVE",1,,104,4075426,502
GREEN,62,4075977_18934,"BRANCH AVE",1,,104,4075977,503
GREEN,62,4075443_18934,"BRANCH AVE",1,,104,4075443,504
GREEN,62,4075439_18934,"BRANCH AVE",1,,104,4075439,505
GREEN,62,4075978_18934,"BRANCH AVE",1,,104,4075978,506
GREEN,62,4075481_18934,"BRANCH AVE",1,,104,4075481,501
GREEN,62,4075482_18934,"BRANCH AVE",1,,104,4075482,502
GREEN,62,4075979_18934,"BRANCH AVE",1,,104,4075979,503
GREEN,62,4075480_18934,"BRANCH AVE",1,,104,4075480,504
GREEN,62,4075549_18934,"BRANCH AVE",1,,104,4075549,505
GREEN,62,4075980_18934,"BRANCH AVE",1,,104,4075980,506
GREEN,62,4075535_18934,"BRANCH AVE",1,,104,4075535,501
GREEN,62,4075542_18934,"BRANCH AVE",1,,104,4075542,502
GREEN,62,4075981_18934,"BRANCH AVE",1,,104,4075981,503
GREEN,62,4075547_18934,"BRANCH AVE",1,,104,4075547,504
GREEN,62,4075541_18934,"BRANCH AVE",1,,104,4075541,505
GREEN,62,4075982_18934,"BRANCH AVE",1,,104,4075982,506
GREEN,62,4075627_18934,"BRANCH AVE",1,,104,4075627,501
GREEN,62,4075622_18934,"BRANCH AVE",1,,104,4075622,502
GREEN,62,4075983_18934,"BRANCH AVE",1,,104,4075983,503
GREEN,62,4075635_18934,"BRANCH AVE",1,,104,4075635,504
GREEN,62,4075629_18934,"BRANCH AVE",1,,104,4075629,505
GREEN,62,4075984_18934,"BRANCH AVE",1,,104,4075984,506
GREEN,62,4075644_18934,"BRANCH AVE",1,,104,4075644,501
GREEN,62,4075625_18934,"BRANCH AVE",1,,104,4075625,502
GREEN,62,4075985_18934,"BRANCH AVE",1,,104,4075985,503
GREEN,62,4075633_18934,"BRANCH AVE",1,,104,4075633,504
