3663,BRANCH AVE SE + U ST SE,38.865397,-76.959735
3474,BRANCH AVE SE + ALABAMA AVE SE,38.862085,-76.959115
18990,BRANCH AVE SE + BANGOR ST SE,38.860622,-76.958994
3309,BRANCH AVE SE + CAMDEN ST SE,38.859564,-76.958992
18988,33RD ST SE + DENVER ST SE,38.85847,-76.960248
3196,33RD ST SE + ERIE ST SE,38.857507,-76.960252
3179,ERIE ST SE + 31ST ST SE,38.857346,-76.962319
3172,ERIE ST SE + 30TH ST SE,38.857296,-76.964332
13065,30TH ST  SE + NAYLOR RD SE,38.855103,-76.965617
2935,NAYLOR RD SE + #3041,38.853378,-76.964384
2862,NAYLOR RD SE + SOUTHERN AVE SE,38.852256,-76.963221
